date;price;market_cap;total_volume
20/03/2017;10,363,320,123,738,700;16,816,818,647,793,900;1,019,757,514,316,810
21/03/2017;1,112,701,532,272,980;1,805,807,433,721,500;15,001,566,459,348,500
22/03/2017;10,398,401,726,478,400;16,877,645,842,247,100;18,884,806,544,100,500
23/03/2017;10,291,394,137,431,000;16,705,852,353,567,300;820,488,319,755,843
24/03/2017;9,400,206,265,591,030;15,261,293,153,465,800;16,180,185,034,465,700
25/03/2017;9,652,650,626,610,690;15,672,767,506,162,100;1,904,510,713,339,390
26/03/2017;9,544,766,599,717,780;15,499,531,724,033,200;1,304,905,403,796,110
27/03/2017;10,426,050,726,198,000;16,932,388,062,889,200;1,382,883,390,282,270
28/03/2017;10,447,219,999,999,900;16,968,792,612,799,900;12,764,356,028,946,300
29/03/2017;1,038,617,197,616,250;16,871,375,654,368,200;12,116,906,649,229,100
30/03/2017;10,314,929,056,461,500;16,757,840,043,708,600;102,438,849,919,161
31/03/2017;1,078,274,711,090,600;1,751,957,783,328,670;13,328,712,442,714,200
01/04/2017;10,852,529,999,999,900;17,634,831,646,535,900;8,775,042,690,171,510
02/04/2017;10,980,679,999,999,900;2,183,380,842,111,990;8,023,150,635,067,680
03/04/2017;11,393,082,754,455,500;1,851,790,314,018,800;13,176,523,603,753,500
04/04/2017;11,404,975,903,801,600;18,539,058,629,558,500;10,822,297,426,702,500
05/04/2017;1,132,339,904,992,770;18,408,732,920,443,800;8,743,962,002,168,310
06/04/2017;11,942,109,999,999,900;1,941,679,607,009,990;12,830,927,722,353,100
07/04/2017;1,189,775,123,703,210;193,470,522,640,503;9,084,018,405,054,900
08/04/2017;1,182,271;19,227,110,119,602;4,389,966,620,643,760
09/04/2017;11,876,989,999,999,900;19,316,186,631,362,900;4,115,142,552,338,410
10/04/2017;1,210,515;R$ 19.691.023.824,75;7,605,021,805,983,430
11/04/2017;1,226,618;19,955,556,306,916;7,889,968,876,011,940
12/04/2017;1,218,299;19,822,303,422,025;8,357,337,682,029,210
13/04/2017;1,174,209;19,106,860,359,408;13,139,567,209,469,400
14/04/2017;1,183,687;R$ 19.263.144.684,95;9,289,222,790,249,660
15/04/2017;1,180,323;19,210,567,706,901;53,325,277,000,297,400
16/04/2017;R$ 1.186,31;R$ 19.310.204.918,47;36,294,382,376,176,500
17/04/2017;1,205,143;R$ 19.618.884.439,90;8,337,962,341,478,410
18/04/2017;R$ 1.217,58;R$ 19.823.480.859,00;8,502,581,390,001,630
19/04/2017;1,225,721;R$ 19.958.292.470,90;7,134,382,993,791,680
20/04/2017;1,253,904;20,419,371,472,848;11,247,625,564,770,400
21/04/2017;12,549,875;20,439,557,226,725;9,151,734,071,934,250
22/04/2017;R$ 1.249,67;R$ 20.355.249.795,00;8,406,124,682,405,860
23/04/2017;12,478,388;R$ 20.327.793.187,52;8,442,056,420,787,700
24/04/2017;12,499,563;203,642,567,906,925;705,144,482,984,891
25/04/2017;1,263,045;20,579,834,197,125;9,301,724,089,550,120
26/04/2017;R$ 1.287,32;R$ 20.977.699.422,84;12,191,493,077,675,900
27/04/2017;13,313,125;21,697,132,034,375;1,349,936,333,799,260
28/04/2017;1,321,205;R$ 21.534.600.390,46;16,141,779,738,181,500
29/04/2017;13,276,863;216,431,613,830,556;86,320,647,340,096
30/04/2017;13,498,863;R$ 22.007.601.314,79;8,624,723,896,408,870
01/05/2017;1,408,445;22,964,730,936,125;2,177,599,837,243,950
02/05/2017;1,442,245;23,518,941,607,875;18,916,066,969,719,700
03/05/2017;14,858,175;242,319,375,894,375;20,615,458,892,349,600
04/05/2017;R$ 1.499,36;R$ 24.455.911.024,00;33,501,741,262,340,400
05/05/2017;15,060,438;245,673,952,111,206;3,243,145,929,971,550
06/05/2017;1,547,815;R$ 25.252.078.563,53;13,550,723,410,379,400
07/05/2017;15,578,838;25,419,561,546,555;14,985,938,843,444,100
08/05/2017;R$ 1.633,38;R$ 26.655.087.385,50;27,614,490,485,303,600
09/05/2017;17,001,775;277,484,048,574,425;3,839,225,432,526,550
10/05/2017;17,473,175;28,521,047,690,935;2,885,656,394,229,340
11/05/2017;18,087,788;295,272,503,480,656;3,133,531,597,330,760
12/05/2017;17,007,725;277,674,700,339,575;2,480,204,301,818,660
13/05/2017;R$ 1.751,73;R$ 28.602.793.979,76;24,669,663,662,711,500
14/05/2017;17,677,088;R$ 28.867.391.787,52;12,497,873,301,274,300
15/05/2017;R$ 1.696,13;R$ 27.702.000.821,75;2,310,396,703,102,770
16/05/2017;1,716,315;28,034,610,160,905;21,820,514,565,872,000
17/05/2017;18,044,513;294,777,636,466,281;2,716,561,603,631,450
18/05/2017;18,894,088;308,684,751,190,056;23,013,777,881,666,500
19/05/2017;19,729,013;322,370,829,492,181;2,798,486,780,797,170
20/05/2017;R$ 2.043,42;R$ 33.393.518.554,50;2,741,983,033,238,710
21/05/2017;20,538,788;335,680,549,370,756;26,447,815,379,685,700
22/05/2017;21,093,963;34,479,453,631,095;5,800,308,327,898,630
23/05/2017;22,927,025;37,479,380,943,125;3,894,020,237,389,170
24/05/2017;24,481,313;400,251,400,341,006;5,550,244,328,249,400
25/05/2017;23,669,725;R$ 38.704.024.228,25;8,897,915,122,689,180
26/05/2017;R$ 2.262,36;R$ 36.997.900.173,00;7,160,115,439,589,930
27/05/2017;2,082,845;R$ 34.066.387.966,50;6,831,197,891,268,570
28/05/2017;22,194,875;R$ 36.305.932.627,50;4,018,643,313,271,440
29/05/2017;22,862,663;R$ 37.402.630.788,11;31,236,821,191,593,500
30/05/2017;21,676,438;35,466,825,282,315;33,574,619,066,623,900
31/05/2017;23,290,775;R$ 38.113.024.210,00;4,163,504,587,178,710
01/06/2017;24,360,363;398,684,429,218,656;4,385,866,335,187,090
02/06/2017;25,142,275;411,527,173,236,675;29,279,588,685,332,400
03/06/2017;R$ 2.562,54;R$ 41.949.676.689,00;30,480,396,617,644,000
04/06/2017;2,556,405;41,854,068,527,985;25,446,961,391,820,400
05/06/2017;27,215,525;445,637,212,171,875;3,344,118,295,166,420
06/06/2017;29,034,438;475,475,563,710,756;1,211,604,496,354,520
07/06/2017;27,160,588;R$ 44.484.425.844,04;7,179,316,607,865,300
08/06/2017;28,242,038;462,614,100,006,806;5,809,400,704,176,630
09/06/2017;28,170,638;46,149,913,864,145;3,932,100,446,730,300
10/06/2017;29,374,538;R$ 48.127.389.931,89;35,469,423,739,057,200
11/06/2017;30,137,138;R$ 49.382.412.955,42;3,501,974,833,404,640
12/06/2017;2,701,255;44,267,424,094,875;792,436,484,821,471
13/06/2017;27,361,888;R$ 44.844.697.932,88;410,084,483,665,015
14/06/2017;250,340,127,294,964;4,103,378,098,598,740;5,654,764,217,798,640
15/06/2017;244,449,371,230,854;4,007,285,920,916,960;8,456,748,277,127,960
16/06/2017;251,381,034,764,638;412,139,206,496,624;4,046,821,346,180,680
17/06/2017;26,835,713,440,378;44,001,982,613,919;3,867,163,594,470,900
18/06/2017;257,721,936,114,026;4,226,275,591,174,290;32,043,936,270,244,500
19/06/2017;262,013,645,139,993;42,971,547,871,184,500;3,077,384,047,993,450
20/06/2017;277,779,265,567,999;4,556,198,014,181,070;4,617,195,615,390,200
21/06/2017;271,700,310,788,798;4,456,958,313,163,900;4,471,066,757,720,240
22/06/2017;272,491,221,331,707;44,703,988,751,351,700;2,738,154,444,663,380
23/06/2017;273,774,623,109,829;4,492,025,572,330,290;18,778,143,342,478,400
24/06/2017;261,841,673,570,888;4,296,667,900,394,210;3,145,642,525,547,430
25/06/2017;26,068,632,352,265;4,278,139,417,882,260;320,081,172,027,822
26/06/2017;248,819,416,337,737;40,837,922,140,409,600;5,400,383,324,734,970
27/06/2017;253,134,899,878,484;4,155,082,814,055,370;5,187,352,692,034,180
28/06/2017;257,543,777,025,493;4,227,951,190,281,050;35,120,631,775,963,900
29/06/2017;256,168,143,454,198;4,205,730,154,009,500;23,985,309,084,820,900
30/06/2017;249,075,348,798,041;40,897,674,121,940,700;21,011,103,778,145,600
01/07/2017;243,982,055,973,389;4,006,645,753,222,660;20,755,541,749,021,000
02/07/2017;251,854,569,431,263;41,365,191,378,720,100;2,267,842,285,962,840
03/07/2017;25,767,146,569,746;423,260,477,261,706;3,045,994,699,256,250
04/07/2017;261,099,757,474,179;4,289,425,145,713,050;27,490,059,057,347,700
05/07/2017;260,721,930,206,989;4,283,697,032,205,260;23,831,079,550,144,500
06/07/2017;261,267,042,830,497;4,293,126,984,438,580;17,536,596,504,167,300
07/07/2017;250,921,820,981,689;4,123,605,294,694,400;26,071,100,065,693,900
08/07/2017;256,319,551,359,687;42,128,232,902,263,200;17,818,280,169,270,300
09/07/2017;251,921,739,188,349;4,140,982,482,038,920;11,787,642,056,676,100
10/07/2017;236,351,568,155,487;3,885,628,525,484,220;3,875,414,971,273,900
11/07/2017;235,391,066,125,207;3,870,349,812,136,670;42,071,528,236,799,000
12/07/2017;238,732,891,171,674;3,925,816,052,055,890;31,483,443,276,192,200
13/07/2017;236,432,126,576,467;38,884,514,157,240,400;2,330,415,276,837,670
14/07/2017;222,872,879,099,011;3,665,838,077,182,990;3,201,134,420,299,650
15/07/2017;203,329,108,803,266;33,447,052,810,303,900;46,394,221,144,058,700
16/07/2017;192,709,906,562,122;31,704,152,052,833,900;4,807,718,476,159,580
17/07/2017;218,128,608,069,932;3,589,000,865,739,430;49,517,086,290,144,100
18/07/2017;230,388,935,545,646;3,791,188,167,764,930;7,293,200,575,415,980
19/07/2017;227,462,136,530,529;37,434,637,985,045,900;577,643,323,797,571
20/07/2017;276,682,511,908,244;4,554,055,804,753,740;1,277,986,817,595,830
21/07/2017;265,807,491,237,597;4,375,576,726,633,140;8,566,538,495,198,450
22/07/2017;280,234,788,667,742;4,613,631,431,491,930;6,313,460,524,370,110
23/07/2017;273,160,400,741,206;449,775,317,236,921;53,287,422,283,885,900
24/07/2017;27,513,470,702,262;4,530,873,508,291,260;3,569,701,781,391,700
25/07/2017;256,374,789,523,364;4,222,399,719,401,200;7,933,823,080,821,110
26/07/2017;250,738,968,460,757;4,130,043,659,394,760;5,830,464,270,953,550
27/07/2017;264,944,120,113,807;4,364,540,271,215,230;43,839,096,956,700,200
28/07/2017;279,882,931,330,334;46,111,586,171,418,200;1,248,796,319,028,300
29/07/2017;272,010,226,250,836;4,481,983,764,614,300;8,623,551,906,244,130
30/07/2017;274,032,359,181,287;4,515,806,650,184,340;37,317,581,624,998,400
31/07/2017;28,713,680,152,452;4,732,254,822,626,960;4,381,258,925,058,850
01/08/2017;273,776,379,241,919;4,512,604,589,085,250;7,454,009,370,961,410
02/08/2017;26,978,509,023,017;44,473,195,322,900,200;4,125,942,110,343,420
03/08/2017;277,736,799,394,604;4,578,883,302,380,790;3,391,046,681,906,740
04/08/2017;284,589,716,230,278;4,692,507,339,263,270;3,680,803,675,107,560
05/08/2017;323,707,069,450,803;5,338,216,703,414,340;10,662,649,019,573,800
06/08/2017;31,897,324,534,615;5,260,709,948,205,990;4,894,193,183,026,000
07/08/2017;335,670,973,808,691;5,536,741,661,036,140;6,955,468,890,949,570
08/08/2017;341,045,008,044,914;56,260,701,200,034,200;8,030,199,851,887,330
09/08/2017;333,089,782,529,283;5,495,427,483,424,820;6,389,226,250,771,150
10/08/2017;336,790,538,708,821;5,557,043,888,695,540;42,460,406,532,912,600
11/08/2017;356,258,766,284,089;5,878,897,371,633,660;6,413,303,144,333,420
12/08/2017;380,014,062,506,336;62,715,286,393,358,100;9,884,600,782,087,510
13/08/2017;402,325,452,207,874;66,405,071,142,320,400;1,549,520,790,332,870
14/08/2017;417,569,529,134,641;6,892,783,471,306,950;1,089,626,076,898,870
15/08/2017;414,930,875,941,234;6,850,021,218,010,540;19,084,274,361,044,500
16/08/2017;42,625,587,912,331;7,037,660,181,748,040;17,557,054,352,806,100
17/08/2017;428,691,743,450,516;7,077,877,305,366,320;17,742,451,210,315,000
18/08/2017;409,768,580,247,375;6,767,153,951,138,790;15,150,691,518,626,400
19/08/2017;411,521,198,836,208;6,796,869,304,518,280;17,100,805,000,248,700
20/08/2017;400,122,863,247,285;6,609,274,268,879,330;5,517,989,519,672,180
21/08/2017;393,522,993,283,277;6,500,817,647,893,840;7,126,348,993,959,890
22/08/2017;400,841,668,521,521;66,221,496,790,766,600;14,023,528,167,446,900
23/08/2017;40,690,802,390,251;6,723,168,343,031,010;8,017,482,510,347,500
24/08/2017;416,728,917,680,219;688,598,696,285,617;686,855,777,303,872
25/08/2017;419,989,203,158,457;6,940,395,080,304,050;6,893,320,550,584,040
26/08/2017;412,351,337,132,546;6,814,714,064,337,590;4,019,702,641,835,560
27/08/2017;411,646,873,916,326;6,803,848,548,257,390;3,486,073,973,713,800
28/08/2017;421,624,277,330,547;6,969,464,904,372,200;6,520,384,444,811,540
29/08/2017;439,406,343,624,723;726,419,404,956,991;864,725,915,097,578
30/08/2017;455,380,652,713,686;7,529,252,327,451,760;6,743,366,594,873,830
31/08/2017;470,293,816,308,458;7,776,784,190,002,450;6,756,474,446,830,030
01/09/2017;486,319,304,868,405;804,282,744,764,107;909,131,411,605,347
02/09/2017;45,565,977,768,913;7,536,726,637,922,630;1,475,097,323,458,510
03/09/2017;463,246,233,076,675;7,663,105,814,599,940;10,071,655,010,854,600
04/09/2017;431,718,518,771,612;7,142,502,276,039,110;1,554,585,273,636,070
05/09/2017;444,787,559,221,093;7,359,821,904,608,560;1,626,968,192,530,410
06/09/2017;459,225,027,789,782;7,599,646,101,138,930;10,600,258,616,307,400
07/09/2017;458,482,027,519,271;7,588,347,499,522,140;6,698,926,927,226,950
08/09/2017;428,520,793,872,097;7,093,379,692,103,740;14,779,754,977,897,200
09/09/2017;424,560,734,112,386;7,028,735,416,179,590;7,878,223,756,637,340
10/09/2017;41,326,646,422,833;6,842,478,470,749,240;997,139,675,398,169
11/09/2017;416,497,621,199,409;6,896,872,406,936,700;7,714,930,433,837,380
12/09/2017;413,095,628,475,182;68,415,142,331,638,600;10,625,367,738,295,200
13/09/2017;388,365,200,134,942;6,432,871,465,905,170;15,454,257,451,412,000
14/09/2017;310,066,815,470,405;5,136,609,344,236,440;19,509,384,720,145,100
15/09/2017;35,879,431,219,159;5,944,620,772,541,720;3,308,099,534,339,300
16/09/2017;360,627,519,721,432;5,975,760,284,168,000;13,997,817,414,877,700
17/09/2017;355,343,231,625,865;5,888,983,271,723,170;8,468,801,978,947,360
18/09/2017;401,228,582,499,344;6,650,067,648,232,740;12,828,096,631,080,500
19/09/2017;389,893,473,248,234;6,462,961,938,594,200;9,426,562,414,373,350
20/09/2017;385,802,095,060,051;6,395,721,036,329,380;6,760,743,731,781,090
21/09/2017;362,805,858,753,461;6,015,275,787,400,030;913,652,257,307,351
22/09/2017;36,221,830,393,146;6,006,181,486,004,740;7,678,377,327,568,970
23/09/2017;376,341,140,627,887;624,112,857,383,069;5,780,682,117,796,990
24/09/2017;367,230,507,973,319;60,907,151,775,202,700;4,295,440,143,865,620
25/09/2017;386,670,515,274,174;6,413,737,477,187,550;8,003,112,607,601,410
26/09/2017;385,293,520,487,706;63,915,425,115,126,700;5,443,914,975,833,490
27/09/2017;413,421,241,496,119;68,589,320,812,824,800;9,364,521,285,755,130
28/09/2017;413,488,495,085,993;6,860,952,575,687,610;8,525,004,053,533,710
29/09/2017;413,041,524,600,294;6,854,424,100,741,870;8,292,253,493,886,590
30/09/2017;429,779,117,003,372;7,132,925,815,647,780;7,202,510,829,981,890
01/10/2017;434,757,873,545,332;7,216,252,481,414,320;6,823,872,480,888,990
02/10/2017;438,332,549,736,353;727,638,607,550,592;7,384,689,589,611,620
03/10/2017;431,906,921,246,641;7,170,707,449,861,310;7,606,859,856,944,160
04/10/2017;423,146,418,703,684;7,025,997,186,779,240;5,733,689,229,375,930
05/10/2017;429,038,040,438,142;7,124,444,810,250,620;7,131,606,141,358,170
06/10/2017;434,754,723,950,876;7,220,265,160,090,860;623,863,525,065,278
07/10/2017;44,050,162,007,055;7,316,583,019,824,250;4,681,924,243,612,090
08/10/2017;456,232,193,109,848;7,578,889,043,507,800;7,712,253,963,362,140
09/10/2017;475,872,164,979,337;7,906,104,458,554,330;11,288,098,028,032,400
10/10/2017;476,947,734,676,417;7,924,957,359,062,790;11,342,891,502,871,600
11/10/2017;480,792,589,489,803;7,989,672,783,875,770;8,367,377,658,088,190
12/10/2017;533,161,930,195,449;8,860,951,344,124,530;20,849,121,552,398,600
13/10/2017;561,049,316,222,874;9,325,375,732,327,050;317,415,433,322,038
14/10/2017;567,921,622,165,638;9,440,603,719,381,060;23,117,829,919,538,300
15/10/2017;568,404,710,411,913;9,450,019,333,809,780;16,653,743,109,042,100
16/10/2017;572,893,275,055,115;9,525,854,542,638,300;10,602,358,796,212,600
17/10/2017;564,385,907,705,172;9,385,582,439,012,390;11,067,958,667,539,800
18/10/2017;559,278,222,421,231;9,301,733,629,887,620;21,002,407,297,126,200
19/10/2017;569,638,014,134,367;9,475,251,635,164,400;1,229,468,606,297,790
20/10/2017;59,527,713,587,923;9,903,067,339,669,290;18,430,781,574,676,500
21/10/2017;604,396,673,129,542;10,055,921,627,695,600;1,763,987,336,866,070
22/10/2017;60,034,640,189,335;9,989,929,222,765,860;17,998,553,896,500,600
23/10/2017;595,998,304,059,248;991,885,707,543,323;2,039,339,670,519,870
24/10/2017;555,008,158,528,565;9,237,819,419,424,730;22,400,375,273,631,600
25/10/2017;570,487,480,650,775;9,496,797,838,747,080;16,218,976,262,100,500
26/10/2017;588,305,318,447,111;9,794,702,306,489,770;1,501,048,614,382,040
27/10/2017;577,551,666,530,736;9,616,444,321,440,030;13,323,154,310,582,000
28/10/2017;573,430,745,398,276;9,548,453,385,462,120;8,929,922,770,600,390
29/10/2017;612,354,977,135,535;1,019,777,706,735,440;19,429,808,525,876,000
30/10/2017;610,438,870,915,078;10,166,981,482,864,800;13,077,955,345,842,900
31/10/2017;636,865,164,135,745;10,608,215,274,121,700;180,048,632,420,211
01/11/2017;671,478,898,671,902;11,186,040,734,942,200;2,095,690,342,820,860
02/11/2017;70,597,938,605,488;11,762,154,527,966,400;4,363,333,285,959,410
03/11/2017;723,473,838,202,036;12,054,674,468,576,000;28,267,310,649,064,700
04/11/2017;739,053,522,652,395;12,315,467,435,755,300;20,434,496,430,088,400
05/11/2017;741,626,795,098,255;12,359,682,956,580,800;19,428,500,088,349,400
06/11/2017;710,304,608,116,249;1,183,887,775,247,110;26,537,340,348,498,100
07/11/2017;716,674,137,167,631;1,194,641,104,421,770;1,829,995,407,419,020
08/11/2017;746,182,443,491,069;1,243,963,512,419,000;3,478,638,875,179,300
09/11/2017;718,629,277,509,382;11,981,678,636,001,300;2,330,693,500,643,120
10/11/2017;665,683,969,350,681;11,099,938,693,046,300;38,864,261,255,147,600
11/11/2017;636,539,785,208,573;10,614,610,913,228,300;314,836,950,139,065
12/11/2017;586,651,312,938,529;9,783,217,288,805,260;6,001,017,946,926,170
13/11/2017;642,309,140,246,102;10,712,544,245,124,000;4,636,291,555,878,790
14/11/2017;665,221,677,956,026;110,957,725,266,311;182,455,061,466,447
15/11/2017;729,766,883,633,256;121,737,427,357,354;293,559,136,013,778
16/11/2017;78,149,444,036,566;130,381,304,858,568;34,130,896,632,046
17/11/2017;778,354,246,476,388;129,865,386,010,109;324,585,943,104,955
18/11/2017;782,763,146,946,899;130,622,715,624,408;222,753,666,024,511
19/11/2017;801,114,742,989,044;133,701,043,637,728;157,277,118,884,144
20/11/2017;822,050,996,617,654;137,213,053,125,934;170,639,436,570,662
21/11/2017;811,413,367,954,416;135,455,116,259,548;290,193,685,336,067
22/11/2017;825,712,389,528,835;137,857,431,278,079;152,813,724,748,478
23/11/2017;811,766,434,762,603;135,545,106,327,703;155,058,671,456,084
24/11/2017;827,812,843,633,886;138,239,984,963,008;213,529,889,309,068
25/11/2017;87,431,593,779,107;146,022,669,794,181;212,425,719,858,414
26/11/2017;934,298,864,142,167;R$ 156.058.041.450,11;349,301,560,659,397
27/11/2017;983,140,292,992,241;164,237,026,935,379;362,975,449,983,265
28/11/2017;102,570,674,169,803;171,368,281,967,209;345,311,878,161,612
29/11/2017;987,589,230,818,829;165,021,094,137,072;102,584,390,676,534
30/11/2017;1,040,618,772,373;173,903,131,019,367;744,396,483,298,962
01/12/2017;109,957,235,531,179;183,780,731,163,873;502,161,141,994,158
02/12/2017;111,625,450,307,617;186,591,841,366,624;31,788,209,549,194
03/12/2017;112,567,018,287,538;188,190,520,506,165;576,149,245,564,625
04/12/2017;116,349,849,554,034;194,541,160,318,899;321,634,972,423,645
05/12/2017;121,742,537,397,926;203,585,321,680,101;313,195,257,350,185
06/12/2017;138,764,735,794,148;232,080,024,191,322;508,641,137,006,241
07/12/2017;184,911,815,542,282;309,298,517,515,443;164,829,214,080,842
08/12/2017;169,080,049,521,112;282,850,210,542,754;241,442,977,841,442
09/12/2017;152,664,263,894,651;255,421,618,137,278;730,719,400,011,675
10/12/2017;158,085,098,961,544;264,523,195,368,976;104,746,261,727,887
11/12/2017;171,065,051,488,871;286,279,279,595,202;7,710,546,749,544
12/12/2017;17,249,920,214,656;288,713,846,623,762;46,860,949,395,687
13/12/2017;165,250,444,892,988;276,619,329,724,168;440,776,952,220,181
14/12/2017;168,653,616,648,753;282,355,027,769,183;411,759,435,400,804
15/12/2017;179,786,305,581,344;301,031,043,805,055;614,622,922,858,011
16/12/2017;196,653,949,272,416;329,315,720,181,841;511,619,271,325,694
17/12/2017;194,235,801,532,525;325,311,461,891,215;425,112,848,035,423
18/12/2017;191,880,539,569,348;321,409,248,360,935;54,114,922,045,264
19/12/2017;181,741,867,596,316;304,459,646,943,618;61,413,098,452,726
20/12/2017;170,598,883,502,646;285,821,795,917,542;750,926,035,408,289
21/12/2017;163,552,382,257,401;274,043,056,258,078;55,809,264,369,909
22/12/2017;140,848,249,267,767;236,028,031,210,852;12,164,204,097,121
23/12/2017;152,419,164,656,487;255,444,795,621,567;507,675,466,602,441
24/12/2017;144,511,145,466,743;242,218,743,695,445;412,941,190,777,252
25/12/2017;143,027,537,081,839;239,755,987,703,759;248,543,920,678,209
26/12/2017;166,166,820,570,844;278,573,473,665,536;42,555,706,259,614
27/12/2017;163,730,810,795,739;274,522,325,686,838;495,072,288,935,151
28/12/2017;150,678,994,980,567;252,666,630,245,445;526,656,646,759,302
29/12/2017;150,965,594,360,709;253,178,163,423,298;375,303,818,365,771
30/12/2017;136,203,618,741,461;228,445,816,988,881;360,048,128,103,768
31/12/2017;148,395,907,854,184;248,925,602,660,692;292,120,287,014,992
01/01/2018;140,936,068,305,274;236,440,337,971,831;234,547,867,351,547
02/01/2018;153,219,328,517,642;257,079,617,264,841;413,021,790,420,997
03/01/2018;155,838,855,377,593;26,150,518,867,585,700;33,103,556,251,255,900
04/01/2018;15,976,365,194,174;26,812,473,881,499,700;42,173,871,875,256,300
05/01/2018;183,369,229,801,691;3,077,740,116,883,510;6,275,687,595,940,330
06/01/2018;183,436,624,934,071;3,079,261,105,695,280;42,409,198,305,153,000
07/01/2018;170,398,739,138,488;2,860,741,276,811,370;3,044,989,246,796,480
08/01/2018;159,003,650,216,006;2,669,762,714,225,610;5,752,981,089,536,740
09/01/2018;156,047,234,082,405;26,204,426,842,330,400;42,140,922,018,070,600
10/01/2018;155,092,701,268,168;26,047,411,284,184,400;4,969,472,882,941,210
11/01/2018;140,505,696,063,543;2,360,089,913,417,290;5,833,888,113,053,880
12/01/2018;14,759,294,629,915;24,794,581,827,633,100;40,219,528,025,976,900
13/01/2018;151,933,148,979,847;25,526,572,475,092,600;3,134,247,725,132,470
14/01/2018;144,765,889,713,691;24,325,229,597,426,000;3,336,056,550,553,200
15/01/2018;144,119,977,069,182;24,219,379,440,873,200;3,222,958,351,447,810
16/01/2018;117,239,135,206,658;19,704,395,522,879,200;9,677,283,153,059,650
17/01/2018;114,153,928,442,768;1,918,826,168,434,470;10,225,958,520,621,600
18/01/2018;115,694,249,920,858;1,944,966,347,313,020;65,583,048,642,233,300
19/01/2018;117,584,693,327,652;19,769,867,243,258,100;42,085,634,774,581,500
20/01/2018;132,602,711,872,786;22,297,842,165,646,200;4,520,485,016,427,370
21/01/2018;117,035,048,628,599;19,682,837,443,309,100;4,319,501,969,014,780
22/01/2018;109,915,950,130,802;18,487,821,043,939,800;5,012,581,424,290,010
23/01/2018;108,940,009,053,405;18,326,037,570,776,100;4,779,406,610,509,530
24/01/2018;112,771,159,704,489;18,973,056,333,071,200;3,582,338,295,944,430
25/01/2018;112,252,544,568,853;1,888,804,756,650,260;3,204,496,193,302,370
26/01/2018;110,449,072,365,744;1,858,671,449,881,310;4,616,389,063,310,390
27/01/2018;114,562,135,062,799;19,280,520,925,731,400;28,943,140,813,753,900
28/01/2018;116,656,969,300,847;19,635,963,550,899,400;2,682,886,340,599,030
29/01/2018;111,576,638,878,978;18,782,852,672,243,500;2,345,235,501,178,280
30/01/2018;110,952,106,891,266;18,677,663,250,301,800;2,321,424,679,531,800
31/01/2018;998,968,977,659,669;1,681,882,851,507,700;38,049,471,872,286,900
01/02/2018;10,114,495,086,226;17,030,419,670,015,700;3,225,562,144,838,600
02/02/2018;907,055,544,937,356;1,527,441,808,641,630;4,769,515,274,345,690
03/02/2018;883,016,351,005,472;14,871,518,554,137,600;6,813,550,017,173,820
04/02/2018;899,491,486,607,664;15,150,730,572,297,000;34,220,420,947,330,200
05/02/2018;831,551,749,143,615;1,400,815,445,572,350;33,370,963,410,061,100
06/02/2018;685,205,270,051,491;11,544,483,653,344,700;5,313,588,642,981,370
07/02/2018;77,112,203,289,411;12,993,685,400,441,600;915,268,541,295,559
08/02/2018;761,161,027,778,882;12,827,161,756,232,400;4,862,232,217,401,400
09/02/2018;820,857,208,449,673;13,834,501,655,478,400;3,190,753,947,378,830
10/02/2018;865,071,675,042,998;14,581,204,372,755,400;2,960,039,948,907,380
11/02/2018;857,467,763,849,023;1,445,449,444,167,480;33,716,777,375,319,800
12/02/2018;816,863,777,979,963;13,771,628,962,530,800;280,699,717,695,887
13/02/2018;89,113,985,742,083;15,025,642,806,951,200;3,069,219,870,565,560
14/02/2018;851,826,907,619,091;14,364,591,395,580,300;25,515,159,882,160,900
15/02/2018;942,802,560,716,167;1,590,074,230,750,240;3,282,094,240,879,320
16/02/2018;101,125,801,434,467;17,056,976,907,398,700;4,332,356,645,963,470
17/02/2018;101,552,770,555,258;171,309,236,631,063;3,141,038,601,332,410
18/02/2018;11,006,647,685,962;18,569,232,761,128,800;36,998,191,401,747,100
19/02/2018;10,523,429,305,801;17,756,129,650,531,400;4,740,378,626,743,880
20/02/2018;111,030,900,361,497;18,736,422,244,260,400;3,486,171,704,866,560
21/02/2018;115,023,770,496,396;1,941,218,791,942,260;42,253,540,451,790,000
22/02/2018;997,359,211,951,887;1,683,620,841,944,760;4,574,800,113,397,880
23/02/2018;10,032,863,112,314;16,936,225,398,319,400;4,626,064,156,354,440
24/02/2018;10,301,883,609,336;1,739,228,377,700,660;4,009,462,976,493,810
25/02/2018;974,262,819,006,538;16,449,757,406,105,900;34,653,875,016,656,900
26/02/2018;969,951,718,151,529;16,379,089,688,565,700;27,436,502,775,619
27/02/2018;103,555,781,264,856;17,488,693,989,319,800;3,646,748,812,403,750
28/02/2018;107,093,884,310,463;18,088,410,872,543,000;33,981,194,671,062,600
01/03/2018;10,346,664,931,035;17,477,870,934,789,900;31,822,598,293,149,300
02/03/2018;108,595,521,943,893;18,346,371,817,125,600;28,921,660,410,523,900
03/03/2018;110,980,758,092,511;1,875,148,867,613,870;30,314,871,971,333,000
04/03/2018;113,560,416,016,724;19,189,935,357,524,000;3,019,436,740,238,810
05/03/2018;112,866,762,891,691;19,074,793,312,293,700;2,580,256,309,470,710
06/03/2018;115,264,209,302,906;1,948,215,836,874,340;26,939,455,110,085,000
