date;price;market_cap;total_volume
12/07/2023;3,062,081,424,697,800;5,947,491,923,591,350;11,753,418,050,421,600
13/07/2023;3,040,741,631,435,990;5,906,293,812,607,110;13,072,555,444,262,300
14/07/2023;314,460,149,710,716;6,107,255,095,988,460;21,254,274,345,702,200
15/07/2023;30,311,827,808,130,500;5,881,074,472,501,320;21,977,151,420,853,200
16/07/2023;30,297,971,400,125,500;5,886,421,345,635,200;6,233,916,918,782,720
17/07/2023;30,237,334,785,146,000;5,863,914,347,337,150;8,356,410,453,563,710
18/07/2023;30,147,860,079,211,500;5,855,007,209,651,110;10,974,383,371,546,500
19/07/2023;2,984,803,227,250,520;5,797,086,135,375,160;13,152,758,553,030,800
20/07/2023;2,991,987,483,825,510;5,813,273,223,568,710;8,545,620,844,326,580
21/07/2023;29,787,041,530,355,600;579,308,712,612,258;11,117,456,853,464,500
22/07/2023;2,991,468,272,835,890;5,813,978,803,914,170;84,926,279,809,282
23/07/2023;29,710,155,935,991,700;577,068,525,402,119;6,745,541,064,873,870
24/07/2023;30,057,956,718,714,500;5,842,967,962,674,810;7,427,606,999,412,790
25/07/2023;29,184,901,913,057,600;567,051,778,655,836;15,195,244,950,838,000
26/07/2023;29,222,974,630,383,500;5,680,191,151,287,590;7,929,844,775,363,440
27/07/2023;29,363,672,907,978,600;5,705,317,816,246,740;1,308,867,775,042,500
28/07/2023;29,200,244,001,291,300;5,677,087,142,517,640;904,764,953,981,237
29/07/2023;2,931,409,738,709,830;5,699,521,196,673,980;76,827,548,270,541,100
30/07/2023;2,935,674,774,591,660;5,708,049,100,325,740;4,882,536,540,911,600
31/07/2023;29,277,755,810,272,700;5,691,357,116,328,530;7,872,881,636,625,640
01/08/2023;29,233,136,365,580,400;5,683,337,036,060,990;6,641,808,341,386,250
02/08/2023;29,537,109,746,927,400;572,408,929,757,971;15,289,922,840,873,800
03/08/2023;2,914,663,627,084,360;567,074,709,353,651;19,266,318,894,086,500
04/08/2023;2,917,615,059,658,540;5,679,406,447,904,880;1,253,913,281,040,030
05/08/2023;29,087,938,086,007,600;565,073,127,339,627;12,112,869,085,655,800
06/08/2023;29,046,800,457,023,100;5,649,701,134,578,990;533,530,872,948,437
07/08/2023;29,044,204,375,577,500;5,649,479,140,830,180;5,360,283,576,269,960
08/08/2023;29,178,147,751,873,000;5,675,291,798,658,150;13,252,185,122,112,400
09/08/2023;2,977,956,167,125,080;5,792,142,836,238,070;1,460,357,041,891,880
10/08/2023;2,958,548,807,737,920;5,755,354,148,174,030;14,633,310,097,491,400
11/08/2023;2,942,381,891,597,760;5,724,142,058,184,140;8,106,253,519,025,440
12/08/2023;293,968,479,714,205;5,719,765,590,458,300;4,651,950,357,636,650
13/08/2023;29,412,142,274,584,100;5,722,577,988,039,080;3,994,297,895,288,940
14/08/2023;2,928,496,971,374,380;5,696,871,304,467,830;4,755,220,448,634,490
15/08/2023;2,940,058,680,419,100;5,722,427,351,882,390;12,408,355,477,111,300
16/08/2023;29,170,490,397,060,600;5,674,983,091,027,320;1,152,339,515,799,860
17/08/2023;28,754,197,021,112,500;5,599,826,243,034,920;14,809,979,642,373,200
18/08/2023;2,650,158,726,991,970;51,602,692,836,883,700;29,965,585,683,421,300
19/08/2023;26,042,838,256,848,900;5,068,158,266,359,210;1,806,235,174,550,350
20/08/2023;26,104,778,630,797,800;50,808,768,682,270,400;33,550,387,489,824,600
21/08/2023;26,160,700,419,818,200;5,090,789,303,660,940;8,304,370,131,833,870
22/08/2023;26,119,005,958,595,200;5,084,919,208,313,540;9,377,753,161,447,630
23/08/2023;26,033,675,406,585,800;50,635,621,337,817,900;13,702,941,053,015,300
24/08/2023;2,645,000,862,461,350;51,495,581,808,243,400;14,600,566,342,214,400
25/08/2023;26,134,934,254,516,000;50,890,695,511,832,000;1,196,131,963,081,010
26/08/2023;26,044,036,209,289,100;5,070,079,287,054,430;25,822,138,055,461,300
27/08/2023;26,002,015,717,319,300;5,060,860,691,516,840;3,420,999,388,355,060
28/08/2023;26,082,717,178,218,500;50,783,567,890,677,900;4,743,752,357,401,250
29/08/2023;261,092,698,239,287;5,083,506,517,659,010;99,959,337,962,508
30/08/2023;2,773,050,373,550,550;53,904,509,100,216,800;29,462,388,818,839,800
31/08/2023;27,297,261,438,480,400;5,317,294,004,833,150;16,029,914,124,395,300
01/09/2023;25,927,417,005,779,200;5,054,032,465,280,230;20,360,682,650,055,000
02/09/2023;2,581,233,049,442,540;50,268,754,909,697,000;15,924,588,668,893,300
03/09/2023;2,585,365,684,277,750;50,367,989,245,450,700;8,203,515,572,755,590
04/09/2023;25,959,596,311,463,400;50,551,303,906,068,400;8,301,138,495,084,560
05/09/2023;25,829,364,772,941,300;50,240,949,005,388,300;6,700,578,092,438,590
06/09/2023;2,578,441,351,983,030;50,197,937,692,841,800;7,633,735,596,705,430
07/09/2023;25,752,958,418,589,400;50,161,500,210,518,600;1,222,542,727,062,690
08/09/2023;26,192,333,433,090,500;50,983,770,562,917,100;4,521,997,781,160,880
09/09/2023;25,907,228,137,249,700;5,045,330,633,882,180;8,058,794,338,820,980
10/09/2023;258,893,250,094,629;5,043,739,202,186,830;40,480,643,252,168,800
11/09/2023;25,834,580,098,562,900;50,348,966,158,333,100;6,603,006,234,083,500
12/09/2023;25,133,303,106,566,500;4,895,029,525,456,260;14,859,931,201,000,000
13/09/2023;25,866,806,663,158,000;5,039,978,835,733,810;16,825,266,473,048,700
14/09/2023;26,223,436,075,660,900;5,109,094,744,846,560;12,975,855,576,243,100
15/09/2023;2,653,139,556,626,320;5,168,237,860,259,000;11,739,428,177,432,500
16/09/2023;26,634,631,025,000,500;5,188,723,876,371,000;9,768,889,419,723,410
17/09/2023;26,557,768,691,994,600;5,173,968,501,809,230;12,243,636,719,175,500
18/09/2023;26,520,988,254,783,800;5,166,141,288,955,430;5,791,146,184,464,800
19/09/2023;26,741,461,110,948,900;52,134,697,585,646,600;16,477,839,825,058,300
20/09/2023;27,219,296,874,634,200;530,357,673,731,022;12,615,959,842,229,300
21/09/2023;27,115,846,446,970,800;5,291,685,139,661,610;13,497,179,076,831,700
22/09/2023;26,561,133,454,198,700;51,774,377,481,463,800;8,169,328,790,751,260
23/09/2023;265,720,381,115,526;5,183,838,560,969,620;9,968,041,758,936,820
24/09/2023;265,739,234,797,301;51,796,830,445,325,400;6,583,511,185,708,380
25/09/2023;26,249,562,897,845,200;51,178,769,351,202,800;72,262,985,944,955,200
26/09/2023;26,298,634,678,281,200;51,210,339,358,180,200;11,974,957,450,276,200
27/09/2023;2,620,475,759,083,590;5,110,542,508,896,220;978,602,504,805,344
28/09/2023;26,350,146,895,428,000;51,371,364,598,385,000;1,288,967,458,831,680
29/09/2023;2,700,901,375,072,480;52,691,768,446,040,500;16,683,207,554,844,300
30/09/2023;26,917,199,101,637,900;524,946,724,658,764;905,914,554,541,355
01/10/2023;26,969,876,144,072,500;5,259,363,429,954,550;6,295,435,107,555,980
02/10/2023;27,967,510,579,087,100;5,453,021,080,272,090;9,358,226,524,285,360
03/10/2023;2,761,506,488,509,520;5,383,234,703,578,820;18,127,133,423,881,800
04/10/2023;27,439,121,946,705,100;53,560,577,192,247,900;12,676,657,038,293,400
05/10/2023;277,921,112,772,493;5,419,546,611,811,110;10,876,597,601,123,300
06/10/2023;27,435,874,615,135,100;53,485,164,304,450,500;13,376,186,563,311,100
07/10/2023;27,958,196,437,350,400;5,451,548,693,326,540;13,817,979,024,520,000
08/10/2023;27,977,543,490,700,000;5,456,196,814,373,980;7,226,218,924,820,880
09/10/2023;2,794,810,365,174,850;54,498,966,064,162,200;7,141,598,446,869,200
10/10/2023;27,593,782,534,439,600;R$ 538.282.690.587,88;7,640,029,989,224,310
11/10/2023;27,392,247,702,732,400;53,520,038,837,976,300;10,151,720,983,669,000
12/10/2023;26,842,190,439,092,300;52,365,638,153,304,600;14,608,441,295,942,500
13/10/2023;26,729,137,205,815,100;5,216,076,750,833,500;10,867,640,258,925,800
14/10/2023;26,841,136,220,644,400;5,236,556,194,537,400;14,344,414,895,617,500
15/10/2023;26,863,183,569,079,900;523,979,202,939,078;5,543,160,607,188,670
16/10/2023;2,715,029,700,140,700;5,296,434,632,443,380;660,484,564,342,894
17/10/2023;2,851,330,993,247,730;5,553,387,755,021,100;22,792,799,561,834
18/10/2023;2,841,772,175,169,980;5,550,031,340,862,070;10,403,248,077,491,900
19/10/2023;28,328,245,198,134,800;5,533,110,883,697,100;13,461,030,457,558,800
20/10/2023;28,715,748,142,407,900;5,593,640,437,947,650;11,193,923,144,463,600
21/10/2023;29,677,392,888,476,200;5,795,367,887,093,120;23,561,406,297,715,800
22/10/2023;2,992,007,449,265,140;5,837,195,493,185,220;7,452,489,477,484,930
23/10/2023;3,001,938,050,086,350;5,833,991,338,572,500;11,330,304,246,065,700
24/10/2023;32,953,262,760,830,900;6,415,353,557,890,790;3,555,885,792,514,890
25/10/2023;3,384,672,425,733,220;6,606,760,339,391,390;4,646,471,467,618,550
26/10/2023;34,471,986,031,672,000;6,739,488,474,988,150;23,840,463,172,498,600
27/10/2023;34,174,451,552,912,500;6,674,016,308,725,820;17,712,548,549,578,500
28/10/2023;3,389,909,305,644,030;6,621,199,380,182,960;14,148,818,689,499,700
29/10/2023;34,092,630,932,838,500;6,658,929,232,239,830;8,431,785,274,868,200
30/10/2023;34,556,242,814,761,600;6,742,937,692,296,080;10,359,013,389,425,500
31/10/2023;3,449,870,391,946,400;6,735,080,570,176,380;17,075,173,423,648,000
01/11/2023;346,722,892,841,885;6,763,195,254,500,790;16,419,150,928,652,300
02/11/2023;3,545,745,491,210,550;6,925,437,948,947,600;18,642,295,524,912,000
03/11/2023;3,492,405,545,044,320;6,815,600,287,365,510;20,690,186,421,955,300
04/11/2023;3,473,138,136,896,780;6,779,744,514,760,630;17,254,049,537,002,000
05/11/2023;35,048,407,834,901,000;6,853,850,948,617,160;10,001,404,422,938,800
06/11/2023;3,506,192,874,919,570;6,846,474,302,793,310;12,796,779,677,519,600
07/11/2023;3,503,126,888,208,700;6,836,444,637,830,620;12,717,348,149,539,800
08/11/2023;3,543,653,762,957,960;691,660,755,958,351;18,582,602,380,374,400
09/11/2023;35,795,080,630,710,100;6,991,875,150,316,930;14,717,120,833,223,500
10/11/2023;3,676,842,081,912,670;7,170,220,514,904,100;3,819,096,450,715,760
11/11/2023;37,344,249,000,720,300;7,307,607,298,704,990;23,152,060,053,421,600
12/11/2023;37,122,722,824,306,500;7,203,238,517,906,940;12,033,297,219,971,000
13/11/2023;3,706,769,698,212,000;7,250,168,995,320,360;8,831,221,164,408,860
14/11/2023;3,654,916,204,829,830;7,142,634,373,536,980;1,804,108,820,436,720
15/11/2023;35,545,201,433,454,000;694,845,286,838,959;22,330,924,588,059,700
16/11/2023;3,790,366,245,166,290;7,392,158,317,472,640;28,479,730,068,295,100
17/11/2023;3,620,151,611,146,140;7,074,887,429,695,610;12,023,334,732,149,500
18/11/2023;3,652,776,022,530,740;7,146,519,539,168,740;22,683,923,623,963,700
19/11/2023;3,658,236,844,192,270;715,117,663,450,342;8,877,846,889,346,690
20/11/2023;3,741,399,460,790,530;7,325,218,373,522,420;12,599,067,947,734,400
21/11/2023;37,489,298,470,802,000;7,326,734,926,725,160;16,005,284,775,311,700
22/11/2023;3,596,536,036,068,070;7,027,058,803,016,970;18,891,503,534,641,000
23/11/2023;3,746,483,293,220,900;7,322,597,266,823,700;25,245,202,377,321,300
24/11/2023;37,293,316,127,426,700;728,816,537,112,472;1,195,604,662,660,700
25/11/2023;3,773,893,169,747,120;7,376,140,545,348,140;2,299,670,865,154,230
26/11/2023;3,780,985,286,625,320;7,395,367,147,172,400;7,505,379,785,011,780
27/11/2023;37,491,838,186,008,100;7,333,767,836,763,190;10,229,112,671,374,100
28/11/2023;3,725,016,905,148,110;7,280,401,682,860,470;17,979,133,247,880,700
29/11/2023;3,780,223,604,377,470;7,388,169,287,265,580;19,715,537,240,688,600
30/11/2023;3,781,034,641,654,120;7,404,945,373,825,980;20,964,545,194,804,500
01/12/2023;3,771,181,837,585,260;7,376,595,158,386,100;16,566,770,727,560,800
02/12/2023;3,868,825,874,179,060;7,562,493,900,930,280;2,447,017,625,156,640
03/12/2023;39,481,666,416,062,800;7,718,346,823,692,770;14,892,418,344,328,600
04/12/2023;39,960,275,420,410,500;782,845,232,813,069;14,107,800,648,629,300
05/12/2023;41,974,331,772,543,300;8,205,273,794,293,410;4,027,397,490,538,230
06/12/2023;4,410,594,477,259,930;8,631,715,038,303,230;3,774,067,703,999,000
07/12/2023;4,378,828,880,825,230;8,570,379,017,445,410;30,306,637,687,601,100
08/12/2023;4,327,011,955,970,740;8,482,455,227,953,330;27,712,048,105,023,300
09/12/2023;4,420,217,610,943,620;863,242,780,337,311;24,726,661,392,984,100
10/12/2023;4,374,549,199,189,540;855,611,272,269,695;17,074,228,506,041,400
11/12/2023;43,757,959,937,619,100;8,561,925,046,741,920;11,865,167,562,179,700
12/12/2023;4,120,096,272,610,160;8,061,782,444,391,410;3,973,454,216,366,170
13/12/2023;41,450,819,387,377,400;812,055,172,695,532;24,919,333,990,627,000
14/12/2023;4,293,176,182,603,240;8,401,125,941,426,600;26,301,358,636,124,800
15/12/2023;430,095,954,563,739;841,400,560,142,884;2,297,869,560,548,260
16/12/2023;4,199,201,418,722,390;8,218,830,868,523,780;17,134,765,249,072,500
17/12/2023;4,224,706,788,172,220;8,257,472,114,753,830;13,524,832,238,374,000
18/12/2023;41,410,819,634,575,800;8,105,340,112,907,080;16,536,428,696,461,300
19/12/2023;42,684,182,554,683,300;8,347,579,012,443,380;2,647,304,042,660,810
20/12/2023;42,250,206,182,797,500;8,274,833,459,525,020;23,402,523,667,558,900
21/12/2023;436,341,241,684,964;8,541,738,541,598,180;2,833,464,888,587,900
22/12/2023;4,384,969,959,939,610;8,583,121,400,149,470;2,194,863,820,258,330
23/12/2023;440,036,960,216,438;8,618,226,762,004,240;2,083,393,653,462,850
24/12/2023;4,375,203,088,478,370;856,850,313,226,057;9,872,050,975,657,960
25/12/2023;43,034,971,063,091,500;8,450,290,286,304,420;18,313,974,069,822,700
26/12/2023;43,638,236,302,200,900;8,545,246,070,729,790;1,874,471,686,739,290
27/12/2023;42,516,426,940,282,500;8,324,716,005,316,840;2,047,774,453,987,230
28/12/2023;4,341,846,777,504,290;8,491,941,633,274,830;23,244,754,807,443,900
29/12/2023;4,260,065,063,315,610;836,073,458,797,803;2,033,657,364,381,920
30/12/2023;4,207,470,715,618,840;8,229,339,618,705,410;24,832,397,519,050,600
31/12/2023;4,222,061,140,121,370;8,266,091,566,605,110;1,472,722,464,541,760
01/01/2024;42,208,202,176,186,400;8,275,962,361,511,950;14,183,728,910,169,800
02/01/2024;4,416,868,118,687,470;8,638,049,227,018,120;1,695,899,949,758,360
03/01/2024;4,499,467,388,689,230;8,783,950,047,928,400;39,089,952,715,542,700
04/01/2024;42,821,558,989,157,900;8,382,083,929,041,770;4,314,616,259,756,740
05/01/2024;4,419,557,856,209,970;8,663,529,602,368,640;2,612,388,704,279,770
06/01/2024;4,411,369,973,389,080;8,636,908,510,620,240;29,364,675,804,010,300
07/01/2024;4,395,612,071,720,150;8,612,111,688,304,680;11,841,102,132,239,300
08/01/2024;4,388,374,387,905,170;8,569,263,170,874,950;15,144,653,805,362,700
09/01/2024;46,936,185,561,217,500;9,196,666,419,034,090;4,082,150,238,350,060
10/01/2024;4,610,594,607,828,690;9,021,669,173,203,260;3,988,791,840,577,860
11/01/2024;4,663,231,314,804,970;9,152,593,439,420,360;5,203,005,718,057,070
12/01/2024;46,314,355,541,602,600;9,098,463,845,962,120;49,198,128,806,306,100
13/01/2024;4,289,392,960,550,480;8,383,835,121,767,350;4,591,330,145,605,080
14/01/2024;4,284,847,451,640,740;839,198,740,717,084;19,424,747,840,478,300
15/01/2024;4,180,093,282,193,400;8,229,070,667,513,770;16,968,959,097,076,500
16/01/2024;42,587,336,038,354,400;8,352,259,732,858,560;2,263,452,732,356,310
17/01/2024;4,314,800,164,342,690;845,770,850,849,578;22,023,116,042,275,200
18/01/2024;42,713,859,186,938,900;8,369,879,955,026,500;21,299,064,875,187,100
19/01/2024;4,126,139,479,801,010;8,088,458,191,102,800;25,160,430,945,289,800
20/01/2024;4,160,094,093,254,460;8,152,415,361,153,190;24,407,872,954,726,800
21/01/2024;4,162,610,711,003,660;8,172,176,224,039,750;953,348,848,900,503
22/01/2024;4,154,189,945,706,260;8,147,093,640,234,830;8,032,696,833,695,370
23/01/2024;3,950,473,005,758,430;7,750,208,951,022,920;31,202,848,830,101,700
24/01/2024;3,983,345,410,501,680;7,791,333,570,297,620;296,833,277,030,343
25/01/2024;4,012,367,105,847,140;7,869,289,053,771,820;22,217,129,215,385,500
26/01/2024;3,993,828,644,155,870;783,180,536,824,566;1,337,692,461,277,810
27/01/2024;418,629,356,109,399;820,989,861,818,084;2,268,160,240,852,440
28/01/2024;4,211,961,049,464,300;8,262,545,401,262,360;10,694,258,830,371,900
29/01/2024;4,202,657,856,232,140;8,242,400,910,633,240;13,669,905,344,783,900
30/01/2024;4,326,760,927,638,760;8,491,989,762,164,730;20,680,322,267,003,600
31/01/2024;4,289,203,453,014,440;8,392,941,119,125,710;24,526,664,209,358,500
01/02/2024;4,258,326,354,663,410;8,354,213,723,306,440;2,219,794,495,707,840
02/02/2024;43,069,043,420,936,700;8,445,851,953,276,580;22,443,682,768,722,200
03/02/2024;4,317,065,856,159,970;846,561,992,602,431;18,624,791,426,130,800
04/02/2024;4,297,684,829,990,820;8,426,685,269,948,000;7,779,819,312,310,760
05/02/2024;4,259,935,997,055,970;8,354,163,571,592,290;11,250,814,654,362
06/02/2024;4,264,845,692,113,540;8,366,308,603,922,910;18,682,275,991,626,700
07/02/2024;4,308,778,740,814,280;8,453,936,877,256,220;1,713,111,385,323,610
08/02/2024;44,247,415,415,479,300;8,686,720,500,777,690;2,120,087,962,473,530
09/02/2024;45,338,271,189,789,400;890,468,166,608,419;2,770,960,513,849,850
10/02/2024;4,714,324,299,107,110;9,255,419,269,386,150;41,993,952,311,122,800
11/02/2024;47,768,995,251,247,900;9,382,107,729,854,420;16,461,159,742,317,700
12/02/2024;4,818,988,179,303,980;R$ 945.579.645.769,01;1,319,687,546,084,670
13/02/2024;5,005,013,609,456,390;9,814,634,108,329,630;3,768,444,068,670,890
14/02/2024;4,973,214,536,955,350;9,745,853,083,721,270;37,331,081,151,024,700
15/02/2024;5,179,016,929,752,640;10,175,965,767,297,900;4,180,507,693,980,900
16/02/2024;5,195,823,029,105,490;10,207,258,116,395,300;31,991,869,491,056,600
17/02/2024;5,216,643,430,976,190;R$ 1.024.019.280.535,48;24,850,432,117,896,500
18/02/2024;5,168,451,749,264,520;10,157,782,844,189,200;1,985,188,428,315,720
19/02/2024;5,213,848,578,873,690;10,235,861,190,112,200;17,025,880,430,565,800
20/02/2024;51,764,313,185,487,700;10,161,464,427,715,600;2,255,512,107,155,900
21/02/2024;5,228,679,372,554,660;R$ 1.026.424.315.285,75;34,499,627,551,319,200
22/02/2024;5,184,275,676,625,640;10,188,698,811,563,200;306,242,466,210,974
23/02/2024;51,319,500,125,702,600;10,073,143,972,694,100;2,373,364,420,880,860
24/02/2024;50,841,081,094,770,800;R$ 999.139.504.635,63;22,637,679,779,740,900
25/02/2024;51,553,096,712,831,100;10,124,859,171,401,900;1,552,827,612,353,660
26/02/2024;51,751,884,054,934,500;10,165,494,560,193,200;1,545,509,821,648,260
27/02/2024;54,478,191,083,122,900;10,710,498,561,288,400;3,540,794,147,556,780
28/02/2024;5,700,352,673,730,810;11,189,637,333,173,000;519,837,995,871,939
29/02/2024;6,255,858,202,419,310;12,252,738,492,416,900;8,721,885,580,401,620
01/03/2024;61,298,216,861,101,600;12,067,253,268,721,300;6,769,268,724,736,390
02/03/2024;6,242,664,052,919,180;12,277,126,290,221,800;36,699,193,361,155,300
03/03/2024;6,206,786,680,212,170;12,193,833,054,834,900;2,519,821,383,125,230
04/03/2024;6,305,310,543,906,420;12,363,121,766,734,400;2,710,836,939,044,350
05/03/2024;6,818,664,593,432,150;13,339,134,366,991,700;745,517,146,261,156
06/03/2024;64,291,536,557,569,400;12,648,702,423,185,900;9,640,376,201,266,050
07/03/2024;6,614,591,927,850,840;1,297,845,751,759,600;7,315,190,504,204,060
08/03/2024;6,694,487,639,053,570;13,175,080,105,810,800;488,538,926,260,196
09/03/2024;6,831,525,192,078,310;1,340,971,395,884,510;6,334,658,822,732,860
10/03/2024;685,080,039,626,159;13,460,272,641,104,900;2,135,970,619,081,520
11/03/2024;6,907,566,688,195,740;13,573,903,580,315,300;3,666,054,391,716,190
12/03/2024;7,213,055,300,765,680;14,177,725,891,139,500;6,665,306,716,593,460
13/03/2024;7,146,717,350,326,060;14,036,929,141,391,900;6,459,934,155,127,300
14/03/2024;7,309,776,702,694,120;14,366,312,905,715,300;5,190,660,104,353,670
15/03/2024;7,142,003,180,142,340;R$ 1.403.843.488.135,24;6,307,355,132,174,740
16/03/2024;694,977,631,929,463;13,676,692,375,278,700;8,120,442,700,522,600
17/03/2024;6,529,231,329,331,280;1,282,404,282,863,450;4,926,543,601,259,220
18/03/2024;6,842,541,565,643,050;13,445,089,830,798,500;4,719,098,058,656,390
19/03/2024;6,770,894,360,930,800;13,317,719,239,480,300;5,110,182,256,675,770
20/03/2024;6,213,251,737,873,430;1,223,867,418,062,390;8,017,941,787,647,990
21/03/2024;6,781,905,570,684,020;13,325,941,625,075,200;7,083,680,371,491,410
22/03/2024;6,553,597,844,847,650;12,873,480,619,714,200;4,839,366,454,805,330
23/03/2024;6,350,904,496,523,130;12,473,663,674,692,700;4,243,660,022,353,730
24/03/2024;6,428,580,279,102,190;12,647,223,552,705,100;25,489,933,245,687,500
25/03/2024;6,731,098,326,810,100;1,323,456,466,317,510;28,098,318,940,431,700
26/03/2024;6,993,894,530,200,240;13,717,974,897,393,400;44,820,310,272,647,500
27/03/2024;7,008,205,122,475,980;13,757,285,804,632,500;3,625,732,450,856,840
28/03/2024;6,943,575,040,305,210;13,602,616,877,841,000;41,441,040,887,822,200
29/03/2024;7,071,019,534,863,310;13,908,697,233,480,400;3,045,528,933,847,620
30/03/2024;6,991,905,546,148,610;13,746,468,861,078,300;25,785,951,735,485,600
31/03/2024;697,023,087,473,573;13,702,474,879,600,900;16,408,802,301,837,400
01/04/2024;7,124,695,144,060,140;14,013,702,115,823,600;1,972,300,599,821,490
02/04/2024;6,978,592,503,802,370;13,737,842,860,613,400;3,604,008,898,853,870
03/04/2024;6,544,041,922,587,150;1,288,360,536,576,540;4,516,113,399,209,070
04/04/2024;66,123,938,539,074;13,016,702,356,237,200;35,559,952,961,797,300
05/04/2024;6,854,217,715,279,500;13,484,559,544,433,600;3,751,685,070,963,810
06/04/2024;6,797,861,023,408,500;13,374,525,838,763,900;3,513,280,869,580,440
07/04/2024;690,006,499,164,776;13,585,489,567,147,100;19,119,438,138,850,800
08/04/2024;6,940,197,360,911,000;13,672,722,328,520,700;1,793,547,842,901,020
09/04/2024;7,162,418,486,236,990;14,103,246,782,686,300;3,311,194,967,102,100
10/04/2024;6,915,864,381,207,660;13,618,306,487,086,600;36,488,482,038,859,000
11/04/2024;7,052,788,997,578,960;13,877,224,859,893,500;3,837,806,263,313,130
12/04/2024;7,010,666,413,070,940;1,379,324,055,321,190;30,118,549,149,510,400
13/04/2024;6,725,210,504,226,630;13,216,482,474,601,600;4,347,194,972,609,190
14/04/2024;6,440,482,548,907,410;12,700,095,150,973,300;4,921,448,148,020,070
15/04/2024;6,575,266,004,728,880;12,932,863,865,533,900;4,029,291,169,295,430
16/04/2024;634,305,714,573,684;1,247,928,896,840,990;4,279,660,493,803,420
17/04/2024;63,720,501,587,480,700;12,536,709,042,974,900;4,215,716,947,439,510
18/04/2024;6,132,889,798,860,720;12,071,850,424,844,300;4,112,336,207,593,530
19/04/2024;63,461,592,695,107,100;12,495,659,119,473,300;3,590,161,816,642,310
20/04/2024;63,988,818,471,785,600;1,263,308,149,913,600;5,222,778,732,381,750
21/04/2024;6,489,441,869,109,170;12,779,408,373,597,800;16,601,830,590,687,400
22/04/2024;649,364,207,567,739;12,797,635,664,073,700;1,959,211,854,118,970
23/04/2024;6,684,166,685,207,360;13,170,586,428,542,800;2,774,858,631,320,610
24/04/2024;6,640,695,244,392,670;1,306,843,409,278,040;23,232,230,785,201,800
25/04/2024;6,427,951,812,857,520;1,265,541,377,860,920;30,939,903,322,025,800
26/04/2024;64,486,183,359,158,900;1,269,387,456,067,620;2,470,534,552,557,070
27/04/2024;63,802,330,049,258,700;12,555,393,379,694,600;23,302,057,197,884,600
28/04/2024;63,517,248,743,409,600;12,494,953,023,034,900;19,190,483,386,063,800
29/04/2024;63,030,433,616,681,800;1,240,724,751,365,880;16,180,294,651,046,600
30/04/2024;6,379,767,963,589,950;12,571,591,312,190,600;2,724,298,369,821,230
01/05/2024;6,074,947,209,216,380;11,977,739,599,858,700;3,953,311,332,204,930
02/05/2024;58,297,574,075,325,400;11,516,774,893,151,500;51,109,380,171,692,600
03/05/2024;591,351,733,607,733;1,164,721,402,399,160;2,825,550,974,549,030
04/05/2024;6,283,934,073,569,370;1,239,817,041,554,710;33,591,665,812,212,400
05/05/2024;63,820,451,902,924,900;12,575,495,830,833,100;20,510,614,461,479,200
06/05/2024;6,401,000,865,210,890;12,596,672,344,612,800;18,115,695,040,201,900
07/05/2024;6,317,248,129,551,340;12,444,179,483,157,500;1,791,777,017,427,790
08/05/2024;62,363,057,191,718,600;1,229,336,706,399,340;19,925,137,720,849,400
09/05/2024;6,121,550,400,879,190;12,039,185,224,765,400;20,303,831,135,373,100
10/05/2024;63,148,599,943,097,000;12,409,106,912,536,200;25,837,724,247,550,400
11/05/2024;6,088,821,674,957,150;1,199,393,711,200,290;23,987,518,755,480,500
12/05/2024;60,776,972,079,172,100;11,971,029,435,022,300;12,120,618,802,065,300
13/05/2024;61,507,054,004,121,300;12,112,775,234,485,700;13,045,696,108,912,600
14/05/2024;62,878,783,300,729,200;1,238,994,152,713,120;27,740,460,083,601,800
15/05/2024;615,691,130,057,734;1,212,998,352,772,150;2,158,189,515,231,410
16/05/2024;6,622,051,831,432,820;13,070,488,491,764,100;3,810,179,306,515,290
17/05/2024;65,260,879,803,346,100;12,862,789,196,840,800;29,114,585,833,349,600
18/05/2024;6,705,312,326,509,560;R$ 1.319.238.394.090,13;25,397,793,918,993,500
19/05/2024;6,691,261,861,403,690;13,199,285,228,816,400;13,025,487,675,845,100
20/05/2024;6,625,271,259,591,610;13,047,271,085,976,900;9,072,734,600,009,210
21/05/2024;7,143,029,700,215,140;1,406,288,649,446,610;359,234,766,414,359
22/05/2024;701,898,358,177,002;1,382,275,470,797,560;4,110,505,657,801,700
23/05/2024;6,918,120,085,677,760;1,362,228,629,448,750;3,105,944,049,591,760
24/05/2024;6,790,646,534,276,100;1,336,347,300,306,380;3,923,570,211,925,440
25/05/2024;6,853,991,646,552,990;13,507,643,285,363,700;28,127,411,967,182,700
26/05/2024;6,926,844,558,973,770;13,639,978,512,948,100;15,929,396,750,116,000
27/05/2024;6,850,883,110,875,690;1,349,351,520,129,170;11,243,743,771,147,900
28/05/2024;6,936,723,871,755,720;13,669,313,053,890,300;18,983,806,932,464,300
29/05/2024;6,831,663,588,049,630;13,475,426,734,283,000;31,278,122,196,184,900
30/05/2024;6,757,726,558,995,960;13,317,340,298,353,300;2,432,069,213,762,030
31/05/2024;6,837,249,288,434,090;1,346,147,846,430,120;25,344,376,897,716,800
01/06/2024;6,747,495,483,698,400;13,316,064,118,228,100;19,685,305,476,459,400
02/06/2024;6,770,432,641,811,520;13,336,495,559,353,500;1,072,405,332,455,670
